date,customer_id,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,sales_id
2022-01-01,1,telephone,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,27
2022-01-01,2,telephone,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,8
2022-01-01,3,telephone,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,16
2022-01-01,4,telephone,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,10
2022-01-01,5,telephone,307,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,18
2022-01-01,6,telephone,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,18
2022-01-01,7,telephone,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1
2022-01-01,8,telephone,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,24
2022-01-01,9,telephone,380,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,11
2022-01-01,10,telephone,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,19
2022-01-01,11,telephone,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,17
2022-01-01,12,telephone,222,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,16
2022-01-01,13,telephone,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,1
2022-01-01,14,telephone,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,18
2022-01-01,15,telephone,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,27
2022-01-01,16,telephone,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,17
2022-01-01,17,telephone,312,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,10
2022-01-01,18,telephone,440,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,25
2022-01-01,19,telephone,353,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,25
2022-01-01,20,telephone,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,17
2022-01-01,21,telephone,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,23
2022-01-01,22,telephone,262,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,14
2022-01-01,23,telephone,342,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,12
2022-01-01,24,telephone,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,7
2022-01-01,25,telephone,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,13
2022-01-01,26,telephone,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,11
2022-01-01,27,telephone,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,30
2022-01-01,28,telephone,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,25
2022-01-01,29,telephone,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,23
2022-01-01,30,telephone,362,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,13
2022-01-01,31,telephone,348,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2
2022-01-01,32,telephone,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,18
2022-01-01,33,telephone,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,25
2022-01-01,34,telephone,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,20
2022-01-01,35,telephone,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,10
