"date","customer_id","contact","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","sales_id"
"2022-01-29","28001","cellular","625","2","999","0","nonexistent","-1.8","93.075","-47.1","1.498","5099.1","no","21"
"2022-01-29","28002","cellular","121","2","999","1","failure","-1.8","93.075","-47.1","1.498","5099.1","no","8"
"2022-01-29","28003","cellular","253","2","999","0","nonexistent","-1.8","93.075","-47.1","1.498","5099.1","no","7"
"2022-01-29","28004","cellular","184","4","999","0","nonexistent","-1.8","93.075","-47.1","1.498","5099.1","yes","13"
"2022-01-29","28005","telephone","74","3","999","0","nonexistent","-1.8","93.075","-47.1","1.498","5099.1","no","5"
"2022-01-29","28006","cellular","203","2","999","0","nonexistent","-1.8","93.075","-47.1","1.498","5099.1","no","1"
"2022-01-29","28007","cellular","647","2","999","0","nonexistent","-1.8","93.075","-47.1","1.498","5099.1","no","18"
"2022-01-29","28008","cellular","80","3","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","14"
"2022-01-29","28009","cellular","739","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","29"
"2022-01-29","28010","telephone","173","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","30"
"2022-01-29","28011","cellular","2870","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","3"
"2022-01-29","28012","cellular","90","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","29"
"2022-01-29","28013","cellular","926","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","15"
"2022-01-29","28014","cellular","82","6","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","24"
"2022-01-29","28015","cellular","303","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","16"
"2022-01-29","28016","cellular","473","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","11"
"2022-01-29","28017","cellular","101","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","20"
"2022-01-29","28018","cellular","243","3","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","27"
"2022-01-29","28019","cellular","340","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","24"
"2022-01-29","28020","cellular","288","1","999","2","failure","-1.8","93.075","-47.1","1.483","5099.1","no","7"
"2022-01-29","28021","cellular","121","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","25"
"2022-01-29","28022","cellular","177","1","1","3","success","-1.8","93.075","-47.1","1.483","5099.1","no","30"
"2022-01-29","28023","cellular","313","3","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","3"
"2022-01-29","28024","cellular","114","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","21"
"2022-01-29","28025","cellular","73","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","18"
"2022-01-29","28026","cellular","253","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","30"
"2022-01-29","28027","cellular","450","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","29"
"2022-01-29","28028","cellular","311","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","21"
"2022-01-29","28029","cellular","361","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","21"
"2022-01-29","28030","cellular","148","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","28"
"2022-01-29","28031","cellular","598","2","999","2","failure","-1.8","93.075","-47.1","1.483","5099.1","no","11"
"2022-01-29","28032","cellular","477","2","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","15"
"2022-01-29","28033","cellular","164","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","17"
"2022-01-29","28034","cellular","144","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","16"
"2022-01-29","28035","cellular","80","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","27"
"2022-01-29","28036","cellular","333","1","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","1"
"2022-01-29","28037","telephone","240","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","14"
"2022-01-29","28038","cellular","260","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","10"
"2022-01-29","28039","cellular","397","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","16"
"2022-01-29","28040","cellular","444","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","7"
"2022-01-29","28041","cellular","824","1","999","2","failure","-1.8","93.075","-47.1","1.483","5099.1","no","27"
"2022-01-29","28042","cellular","104","6","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","19"
"2022-01-29","28043","cellular","293","2","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","11"
"2022-01-29","28044","telephone","771","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","30"
"2022-01-29","28045","cellular","249","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","17"
"2022-01-29","28046","cellular","204","4","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","10"
"2022-01-29","28047","cellular","268","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","16"
"2022-01-29","28048","cellular","173","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","27"
"2022-01-29","28049","cellular","349","3","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","23"
"2022-01-29","28050","cellular","399","2","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","6"
"2022-01-29","28051","telephone","74","3","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","27"
"2022-01-29","28052","telephone","285","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","21"
"2022-01-29","28053","cellular","225","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","25"
"2022-01-29","28054","cellular","96","3","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","5"
"2022-01-29","28055","cellular","329","2","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","yes","6"
"2022-01-29","28056","cellular","254","2","999","1","failure","-1.8","93.075","-47.1","1.483","5099.1","no","8"
"2022-01-29","28057","cellular","206","1","999","0","nonexistent","-1.8","93.075","-47.1","1.483","5099.1","no","1"
"2022-01-29","28058","cellular","48","2","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","22"
"2022-01-29","28059","cellular","326","3","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","23"
"2022-01-29","28060","cellular","187","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","27"
"2022-01-29","28061","cellular","456","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","3"
"2022-01-29","28062","cellular","93","2","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","10"
"2022-01-29","28063","cellular","905","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","18"
"2022-01-29","28064","cellular","0","3","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","13"
"2022-01-29","28065","cellular","74","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","9"
"2022-01-29","28066","telephone","108","3","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","6"
"2022-01-29","28067","cellular","376","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","2"
"2022-01-29","28068","cellular","224","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","13"
"2022-01-29","28069","cellular","707","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","yes","5"
"2022-01-29","28070","cellular","297","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","26"
"2022-01-29","28071","cellular","115","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","27"
"2022-01-29","28072","cellular","103","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","22"
"2022-01-29","28073","cellular","697","2","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","17"
"2022-01-29","28074","cellular","445","1","999","2","failure","-1.8","93.075","-47.1","1.479","5099.1","no","29"
"2022-01-29","28075","cellular","314","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","26"
"2022-01-29","28076","cellular","84","1","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","10"
"2022-01-29","28077","cellular","277","2","999","1","failure","-1.8","93.075","-47.1","1.479","5099.1","no","21"
"2022-01-29","28078","cellular","170","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","8"
"2022-01-29","28079","cellular","285","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","5"
"2022-01-29","28080","telephone","119","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","1"
"2022-01-29","28081","cellular","484","1","999","2","failure","-1.8","93.075","-47.1","1.479","5099.1","no","20"
"2022-01-29","28082","cellular","240","1","999","2","failure","-1.8","93.075","-47.1","1.479","5099.1","no","16"
"2022-01-29","28083","cellular","420","1","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","no","21"
"2022-01-29","28084","cellular","482","2","999","0","nonexistent","-1.8","93.075","-47.1","1.479","5099.1","yes","3"
