date,customer_id,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,sales_id
2022-01-29,37213,telephone,115,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,23
2022-01-29,37214,cellular,79,2,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no,19
2022-01-29,37215,cellular,79,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,yes,14
2022-01-29,37216,cellular,140,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,26
2022-01-29,37217,telephone,107,2,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,no,10
2022-01-29,37218,cellular,131,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,2
2022-01-29,37219,cellular,289,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,10
2022-01-29,37220,cellular,714,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,18
2022-01-29,37221,cellular,255,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,18
2022-01-29,37222,cellular,78,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,8
2022-01-29,37223,cellular,258,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,29
2022-01-29,37224,cellular,87,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,20
2022-01-29,37225,cellular,258,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,25
2022-01-29,37226,cellular,273,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,yes,28
2022-01-29,37227,cellular,88,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,no,20
2022-01-29,37228,cellular,530,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,10
2022-01-29,37229,cellular,292,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,4
2022-01-29,37230,cellular,456,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,9
2022-01-29,37231,cellular,142,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,yes,2
2022-01-29,37232,cellular,325,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,23
2022-01-29,37233,cellular,1088,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,1
2022-01-29,37234,cellular,173,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,11
2022-01-29,37235,cellular,325,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,no,27
2022-01-29,37236,cellular,453,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,13
2022-01-29,37237,cellular,295,2,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,yes,14
2022-01-29,37238,cellular,239,1,15,1,success,-2.9,92.201,-31.4,0.881,5076.2,no,20
2022-01-29,37239,telephone,121,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,15
2022-01-29,37240,cellular,305,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,24
2022-01-29,37241,cellular,136,1,999,3,failure,-2.9,92.201,-31.4,0.881,5076.2,no,7
2022-01-29,37242,cellular,100,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,12
2022-01-29,37243,cellular,83,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no,8
2022-01-29,37244,cellular,70,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,19
2022-01-29,37245,cellular,99,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no,28
2022-01-29,37246,cellular,262,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,yes,3
2022-01-29,37247,cellular,119,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,no,17
2022-01-29,37248,cellular,121,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no,23
2022-01-29,37249,cellular,140,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,no,27
2022-01-29,37250,cellular,215,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,yes,3
2022-01-29,37251,cellular,268,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,10
2022-01-29,37252,cellular,221,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,yes,15
