date,customer_id,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,sales_id
2022-01-30,38542,cellular,423,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,30
2022-01-30,38543,cellular,408,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,19
2022-01-30,38544,cellular,343,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,no,22
2022-01-30,38545,cellular,269,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,no,1
2022-01-30,38546,cellular,76,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,1
2022-01-30,38547,cellular,139,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,25
2022-01-30,38548,cellular,410,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes,1
2022-01-30,38549,cellular,169,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,9
2022-01-30,38550,cellular,247,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,28
2022-01-30,38551,cellular,164,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,27
2022-01-30,38552,cellular,142,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,30
2022-01-30,38553,cellular,209,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,29
2022-01-30,38554,cellular,76,4,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,18
2022-01-30,38555,cellular,1707,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,28
2022-01-30,38556,cellular,72,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,14
2022-01-30,38557,cellular,189,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,21
2022-01-30,38558,cellular,251,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,1
2022-01-30,38559,cellular,401,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,23
2022-01-30,38560,cellular,103,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,no,6
2022-01-30,38561,cellular,679,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,11
2022-01-30,38562,cellular,299,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,yes,18
2022-01-30,38563,cellular,264,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,5
2022-01-30,38564,cellular,262,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,10
2022-01-30,38565,cellular,106,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes,23
2022-01-30,38566,cellular,215,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,26
2022-01-30,38567,cellular,288,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,4
2022-01-30,38568,cellular,140,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,20
2022-01-30,38569,cellular,68,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,21
2022-01-30,38570,cellular,124,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,25
2022-01-30,38571,cellular,136,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes,11
2022-01-30,38572,telephone,220,3,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,16
2022-01-30,38573,cellular,746,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,8
2022-01-30,38574,cellular,377,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,11
2022-01-30,38575,cellular,250,1,999,2,failure,-3.4,92.431,-26.9,0.722,5017.5,no,17
2022-01-30,38576,cellular,424,2,7,1,success,-3.4,92.431,-26.9,0.722,5017.5,yes,19
2022-01-30,38577,cellular,174,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,2
2022-01-30,38578,cellular,185,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,11
2022-01-30,38579,cellular,133,6,999,2,failure,-3.4,92.431,-26.9,0.722,5017.5,no,21
