date,customer_id,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,sales_id
2022-01-28,35884,cellular,198,1,3,1,success,-1.8,92.893,-46.2,1.259,5099.1,yes,19
2022-01-28,35885,cellular,293,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,19
2022-01-28,35886,cellular,50,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,28
2022-01-28,35887,cellular,137,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,23
2022-01-28,35888,cellular,169,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,30
2022-01-28,35889,cellular,253,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no,7
2022-01-28,35890,telephone,231,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,17
2022-01-28,35891,cellular,105,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,22
2022-01-28,35892,cellular,157,3,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,21
2022-01-28,35893,cellular,449,4,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,23
2022-01-28,35894,cellular,43,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,29
2022-01-28,35895,telephone,249,3,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,9
2022-01-28,35896,cellular,685,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,8
2022-01-28,35897,cellular,288,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,5
2022-01-28,35898,telephone,23,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,30
2022-01-28,35899,cellular,46,3,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no,4
2022-01-28,35900,cellular,97,3,999,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no,15
2022-01-28,35901,cellular,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,16
2022-01-28,35902,cellular,644,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,3
2022-01-28,35903,telephone,86,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no,5
2022-01-28,35904,cellular,304,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,4
2022-01-28,35905,cellular,186,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no,27
2022-01-28,35906,cellular,582,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,30
2022-01-28,35907,cellular,365,5,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,24
2022-01-28,35908,cellular,354,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,23
2022-01-28,35909,cellular,112,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,18
2022-01-28,35910,cellular,101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,27
2022-01-28,35911,cellular,174,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no,19
2022-01-28,35912,cellular,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,24
2022-01-28,35913,cellular,283,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,yes,26
2022-01-28,35914,cellular,421,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes,7
2022-01-28,35915,cellular,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes,19
2022-01-28,35916,cellular,70,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,29
