"date","customer_id","contact","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","sales_id"
"2022-01-22","21001","cellular","260","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","26"
"2022-01-22","21002","cellular","107","4","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","6"
"2022-01-22","21003","cellular","1184","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","yes","3"
"2022-01-22","21004","cellular","208","4","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","29"
"2022-01-22","21005","telephone","698","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","yes","11"
"2022-01-22","21006","cellular","11","14","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","22"
"2022-01-22","21007","cellular","433","3","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","25"
"2022-01-22","21008","cellular","134","3","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","17"
"2022-01-22","21009","cellular","80","3","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","8"
"2022-01-22","21010","cellular","95","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","30"
"2022-01-22","21011","cellular","201","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","2"
"2022-01-22","21012","cellular","1151","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","yes","11"
"2022-01-22","21013","cellular","189","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","4"
"2022-01-22","21014","cellular","168","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","2"
"2022-01-22","21015","cellular","61","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","1"
"2022-01-22","21016","cellular","388","4","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","15"
"2022-01-22","21017","telephone","122","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","11"
"2022-01-22","21018","cellular","448","3","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","17"
"2022-01-22","21019","telephone","60","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","6"
"2022-01-22","21020","cellular","167","4","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","14"
"2022-01-22","21021","telephone","92","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","6"
"2022-01-22","21022","cellular","350","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","4"
"2022-01-22","21023","cellular","449","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","6"
"2022-01-22","21024","telephone","158","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","12"
"2022-01-22","21025","cellular","388","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","15"
"2022-01-22","21026","cellular","145","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","2"
"2022-01-22","21027","cellular","112","8","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","9"
"2022-01-22","21028","cellular","217","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","16"
"2022-01-22","21029","cellular","153","3","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","2"
"2022-01-22","21030","cellular","337","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","26"
"2022-01-22","21031","cellular","94","3","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","1"
"2022-01-22","21032","cellular","425","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","27"
"2022-01-22","21033","cellular","377","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","4"
"2022-01-22","21034","cellular","52","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","8"
"2022-01-22","21035","cellular","168","4","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","17"
"2022-01-22","21036","cellular","1231","2","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","yes","30"
"2022-01-22","21037","cellular","41","1","999","0","nonexistent","1.4","93.444","-36.1","4.964","5228.1","no","12"
