"date","customer_id","contact","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","sales_id"
"2022-02-05","35001","cellular","181","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","8"
"2022-02-05","35002","cellular","301","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","25"
"2022-02-05","35003","cellular","151","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","13"
"2022-02-05","35004","cellular","146","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","7"
"2022-02-05","35005","cellular","250","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","10"
"2022-02-05","35006","cellular","148","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","21"
"2022-02-05","35007","cellular","106","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","28"
"2022-02-05","35008","cellular","44","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","16"
"2022-02-05","35009","cellular","901","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","5"
"2022-02-05","35010","cellular","358","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","18"
"2022-02-05","35011","cellular","1286","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","22"
"2022-02-05","35012","cellular","73","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","26"
"2022-02-05","35013","cellular","87","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","17"
"2022-02-05","35014","cellular","744","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","9"
"2022-02-05","35015","cellular","127","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","15"
"2022-02-05","35016","cellular","55","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","8"
"2022-02-05","35017","cellular","454","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","10"
"2022-02-05","35018","cellular","485","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","27"
"2022-02-05","35019","cellular","12","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","12"
"2022-02-05","35020","cellular","99","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","2"
"2022-02-05","35021","telephone","9","6","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","24"
"2022-02-05","35022","cellular","123","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","15"
"2022-02-05","35023","cellular","102","7","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","20"
"2022-02-05","35024","cellular","282","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","19"
"2022-02-05","35025","cellular","984","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","11"
"2022-02-05","35026","cellular","514","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","15"
"2022-02-05","35027","cellular","224","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","30"
"2022-02-05","35028","cellular","151","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","8"
"2022-02-05","35029","cellular","25","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","5"
"2022-02-05","35030","cellular","7","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","4"
"2022-02-05","35031","cellular","76","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","2"
"2022-02-05","35032","cellular","82","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","12"
"2022-02-05","35033","cellular","298","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","29"
"2022-02-05","35034","cellular","386","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","16"
"2022-02-05","35035","cellular","457","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","10"
"2022-02-05","35036","cellular","18","8","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","16"
"2022-02-05","35037","cellular","416","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","24"
"2022-02-05","35038","cellular","193","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","18"
"2022-02-05","35039","cellular","262","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","15"
"2022-02-05","35040","cellular","22","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","12"
"2022-02-05","35041","cellular","637","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","11"
"2022-02-05","35042","cellular","45","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","29"
"2022-02-05","35043","cellular","14","8","999","2","failure","-1.8","92.893","-46.2","1.25","5099.1","no","29"
"2022-02-05","35044","telephone","59","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","7"
"2022-02-05","35045","cellular","34","7","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","14"
"2022-02-05","35046","cellular","272","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","30"
"2022-02-05","35047","cellular","48","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","25"
"2022-02-05","35048","cellular","301","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","30"
"2022-02-05","35049","cellular","164","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","29"
"2022-02-05","35050","cellular","523","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","30"
"2022-02-05","35051","cellular","133","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","22"
"2022-02-05","35052","cellular","52","2","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","21"
"2022-02-05","35053","cellular","325","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","12"
"2022-02-05","35054","cellular","36","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","7"
"2022-02-05","35055","cellular","56","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","23"
"2022-02-05","35056","cellular","174","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","6"
"2022-02-05","35057","cellular","322","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","14"
"2022-02-05","35058","cellular","333","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","16"
"2022-02-05","35059","cellular","311","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","7"
"2022-02-05","35060","cellular","290","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","28"
"2022-02-05","35061","cellular","27","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","6"
"2022-02-05","35062","cellular","256","1","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","11"
"2022-02-05","35063","cellular","173","3","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","27"
"2022-02-05","35064","cellular","134","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","22"
"2022-02-05","35065","cellular","171","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","29"
"2022-02-05","35066","cellular","256","1","12","1","success","-1.8","92.893","-46.2","1.25","5099.1","no","26"
"2022-02-05","35067","telephone","26","1","999","1","failure","-1.8","92.893","-46.2","1.25","5099.1","no","17"
"2022-02-05","35068","cellular","74","2","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","no","14"
"2022-02-05","35069","cellular","285","5","999","0","nonexistent","-1.8","92.893","-46.2","1.25","5099.1","yes","29"
